Gatunek;KOL;APZ;APW;D1;D2;PS;R;SC;PL;PYL;K-J;PYLZN;PYLPL;ZN;SZY;NB;KAT;V;KON;MASA;POW;NAS;WYS;SZER;SZEW
F. sthenanthera;6;;;;;;0;;18,37;9,4;-8,97;3,56;0;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,37;9,4;-8,97;2,14;0;;;;;;;;;;;;
F. sthenanthera;6;;;25,94;26,11;18,34;1,026301063;4,51;17,87;8,03;-9,84;0;1,89;7,02;4,74;9;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,35;8,03;-11,32;0;1,79;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;8,03;;0;2,77;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,9;8,03;-11,87;0;1,1;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,09;8,61;-10,48;0;3,01;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,39;8,61;-8,78;0;1,58;;;;;;;;;;;;
F. sthenanthera;6;;;29,21;26,74;19,86;1,069466882;5,66;18,57;9,69;-8,88;0;2,01;7,57;4,12;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,98;9,69;-9,29;0;1,49;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,98;9,69;-9,29;0;1,49;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,98;9,69;-9,29;0;1,95;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,29;9,69;-9,6;0;1,61;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,28;9,69;-8,59;0;1,49;;;;;;;;;;;;
F. sthenanthera;6;;;26,99;24,08;15,8;0,890140845;4,39;17,75;7;10,75;0;1,75;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,76;8,1;9,66;0;2,59;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;16,4;8,1;8,3;0;3,54;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,1;7,86;9,24;0;0,7;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,86;;;;;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,54;;;;;;;;;;;;;;;;
F. sthenanthera;6;;;;20,95;10,47;0,631864816;3,88;16,57;8,23;-8,34;;3,66;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;15,58;8,23;-7,35;;2,18;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;14,84;7,3;-7,54;;0,84;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;14,85;;-14,85;;;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;15,93;;-15,93;;;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;15,93;;-15,93;;;;;;;;;;;;;;
F. sthenanthera;6;;;29,02;27,55;15,67;1,064538043;5,34;14,72;8,11;-6,61;0;1,31;;;2;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,28;8,11;-9,17;0;2,51;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,31;8,11;-10,2;0;2,51;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;16,76;8,11;-8,65;0;2,51;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;16,76;8,11;-8,65;0;1,79;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,65;8,11;-9,54;0;1,3;;;;;;;;;;;;
F. sthenanthera;6;;;19,58;21,04;11,33;0,782458564;4,54;14,48;7,95;-6,53;;1,39;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;13,74;7,26;-6,48;;1,99;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;13,74;7,26;-6,48;;2,17;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;12,73;;-12,73;;;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;13,37;;-13,37;;;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;13,37;;-13,37;;;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;;0;;;;;6;;;;;;;;;
F. sthenanthera;6;;;24,78;25,84;21,54;1,202680067;4,64;17,91;8,1;-9,81;0;3,16;8,98;5,99;3;;;;;;;;;
F. sthenanthera;6;;;;;;0;;15,67;8,7;-6,97;1,47;3,15;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;16,2;8,34;-7,86;1,47;2,06;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,91;8,18;-9,73;1,47;2,67;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;14,98;;-14,98;3,17;3,05;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;16,86;;-16,86;;;;;;;;;;;;;;
F. sthenanthera;6;;;18;17,9;10,3;0,742074928;5,12;13,88;8,58;-5,3;0;3,03;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;13,88;7,61;-6,27;0;2,06;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;8,87;8,87;0;2,65;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;13,37;8,87;-4,5;0;2,07;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;13,79;8,5;-5,29;0;2,45;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;13,79;;-13,79;;;;;;;;;;;;;;
F. sthenanthera;6;;;25,34;22,59;14,21;;4,1;;;0;0;;;;19;;;;;;;;;
F. sthenanthera;6;;;;;;;;;;0;0;;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;;0;0;;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;;0;0;;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;;0;0;;;;;;;;;;;;;
F. sthenanthera;6;;;23,36;25,74;21,56;1,13175853;6,77;19,05;8,4;-10,65;0;2,96;9,95;4,72;6;90;;;;;;;;
F. sthenanthera;6;;;;;;0;;20,88;8,91;-11,97;0;3,2;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;20,5;8,92;-11,58;0;4,06;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,24;8,98;-10,26;0;3,02;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,7;10,25;-9,45;0;2,59;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,18;9,77;-9,41;0;2,59;;;;;;;;;;;;
F. sthenanthera;6;;;20,34;27,06;20,57;1,01230315;5,49;20,32;8,85;-11,47;0;0,96;8,17;5,51;7;140;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,56;8,37;-11,19;0;1,72;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;20,04;8,37;-11,67;0;1,72;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,54;8,37;-11,17;0;2,05;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;20,32;8,37;-11,95;0;2,54;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,92;8,37;-10,55;0;2,54;;;;;;;;;;;;
F. sthenanthera;6;;;29,13;27,9;18,52;0,963078523;6,2;19,23;8,13;-11,1;0;2,8;9,45;3,8;7;135;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,87;8,14;-10,73;0;2,15;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,84;9,1;-10,74;0;2,23;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,04;8,82;-9,22;0;1,77;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,35;8,81;-9,54;0;2,8;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,05;8,98;-9,07;0;2,19;;;;;;;;;;;;
F. sthenanthera;6;;;20,51;26,39;19,7;0,945297505;5,74;20,84;7,11;13,73;0;1,78;7,31;4,8;7;135;;;;;;;;
F. sthenanthera;6;;;;;;0;;20,29;7,11;13,18;0;1,85;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;21,07;7,12;13,95;0;1,24;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;21,1;7,11;13,99;0;1,24;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;21,45;7,12;14,33;0;0,73;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;20,17;8,01;12,16;0;0,72;;;;;;;;;;;;
F. sthenanthera;6;;;28,78;30,16;17,84;0,935991605;7,12;19,06;9,7;-9,36;0;2,98;8,26;4,43;7;135;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,72;8,42;-10,3;0;2,02;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,83;8,42;-11,41;0;1,4;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;20,41;8,85;-11,56;0;1,86;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,91;8,49;-10,42;0;1,7;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,02;8,49;-10,53;0;1,97;;;;;;;;;;;;
F. sthenanthera;6;;;29,6;31,67;17,05;0,965458664;6,68;17,66;8,43;-9,23;0;2,71;8,54;4,59;7;135;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,31;8,44;-9,87;0;1,58;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,93;8,43;-9,5;0;1,69;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,88;9,65;-9,23;0;3,05;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,79;9,65;-8,14;0;1,58;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,74;8,91;-10,83;0;3,17;;;;;;;;;;;;
F. sthenanthera;6;;;28,4;25,07;19,3;0,868977938;5,33;22,21;9,32;-12,89;0;0,92;9,6;5,59;10;110;;;;;;;;
F. sthenanthera;6;;;;;;0;;22,5;9,69;-12,81;0;1,5;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;23,89;9,69;-14,2;0;1,5;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;22,77;9,38;-13,39;0;0,9;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;22,21;9,38;-12,83;0;1,09;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;22,71;10,61;-12,1;0;0;;;;;;;;;;;;
F. sthenanthera;6;;;25,79;27,3;17,46;0,869521912;5,06;20,08;10,42;-9,66;0;3,67;8,24;5,17;10;110;;;;;;;;
F. sthenanthera;6;;;;;;0;;21,05;9,57;-11,48;0;2,01;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;21,04;9,57;-11,47;0;1,31;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;21,61;10,12;-11,49;0;1,31;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;21,24;10,12;-11,12;0;0,97;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;20,93;10,12;-10,81;0;0,97;;;;;;;;;;;;
F. sthenanthera;6;;;29,72;29,3;14,46;0,779514825;7,06;18,55;8,4;-10,15;0;2,07;6,45;3,34;1,53;110;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,64;8,41;-9,23;0;2,07;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,06;9,14;-8,92;0;1,95;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,2;9;-9,2;0;2,38;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,43;9,87;-7,56;0;2,38;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,78;9,02;-8,76;0;1,65;;;;;;;;;;;;
F. sthenanthera;6;;;24,88;25,04;20,99;1,103575184;4,37;19,02;8,79;-10,23;0;6,02;8,32;4,85;5;140;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,02;8,79;-10,23;0;1,02;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,02;8,79;-10,23;0;3,21;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,78;9,74;-10,04;0;1,88;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,69;9,73;-9,96;0;1,04;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,76;9,74;-9,02;0;1,26;;;;;;;;;;;;
F. sthenanthera;6;;;24,2;24,3;16,2;0,907563025;6,58;17,85;9,45;-8,4;0;1,91;6,6;4,6;1,97;135;;;;;;;;
F. sthenanthera;6;;;;;;0;;16,75;9,45;-7,3;0;2,07;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;11,84;9,91;-1,93;0;2,13;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;16,1;6,36;-9,74;0;2,13;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,49;7,29;-10,2;0;3,1;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,26;7,29;-9,97;0;3,1;;;;;;;;;;;;
F. sthenanthera;6;;;33;6,5;10;0,476190476;23;21;9;-12;0;1,2;11;5;12;;;;;;;;;
F. sthenanthera;6;;;30;6,8;9;0,409090909;23;22;9;-13;0;1,5;7;2,5;3;;;;;;;;;
F. sthenanthera;6;;;26;6;9;0,428571429;19;21;8;-13;0;1;4,5;5;10;;;;;;;;;
F. sthenanthera;6;;;31;7;;0;22;18;6;-12;0;0,8;9;5;3;;;;;;;;;
F. sthenanthera;6;;;28;7,4;9;0,5625;15;16;9;-7;0;0,9;9;5;7;;;;;;;;;
F. sthenanthera;6;;;20;7;7;0,35;12;20;9;-11;0;1,5;;;5;;;;;;;;;
F. sthenanthera;6;;;18;6;9;0,45;17;20;5;-15;0;1,2;;;4;;;;;;;;;
F. sthenanthera;6;;;26;6;8;0,4;17;20;5;-15;0;1,6;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19;5;-14;0;2;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;20;5;-15;0;1,5;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18;5;-13;0;1,4;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17;8;-9;0;0,5;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17;9;-8;0;0,5;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19;9;-10;0;0,8;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19;9;-10;0;1;;;;130;;;;;;;;
F. sthenanthera;6;;;;;;0;;19;9;-10;0;1;;;;135;;;;;;;;
F. sthenanthera;6;;;;;;0;;19;8,5;-10,5;0;1,8;;;;130;;;;;;;;
F. sthenanthera;6;;;;;;0;;19;8,5;-10,5;0;1;;;;140;;;;;;;;
F. sthenanthera;6;;;;;;0;;19;8,5;-10,5;0;1,7;;;;135;;;;;;;;
F. sthenanthera;6;;;;;;0;;13;8,5;-4,5;0;3,5;;;;90;;;;;;;;
F. sthenanthera;6;;;;;;0;;14;8,5;-5,5;0;1,7;;;;90;;;;;;;;
F. sthenanthera;6;;;;;;0;;14;8,5;-5,5;0;1,2;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;13;7;-6;0;3,3;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;14;6;-8;0;1,4;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;14;7;-7;0;1;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;8;8;0;0,8;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;7;7;0;1,7;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;6;6;0;1,8;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;8;8;0;2;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;9;9;0;2;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;6;6;0;2;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;8;8;0;2;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;8;8;0;2;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;10;10;0;2;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;8;8;0;2;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;6;6;0;1,5;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;6;6;;;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;8;8;;;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;8;8;;;;;;;;;;;;;;
F. stribrn;4;;;;;;;;;;;;;;;;;7;35;0,0027;4,8;0,8;3,5;1,2;0,8
F. stribrn;4;;;;;;;;;;;;;;;;;;;;3,5;0,79;3,9;1,3;0,9
F. stribrn;4;;;;;;;;;;;;;;;;;;;;4,4;0,81;3,2;1,4;0,79
F. stribrn;4;;;;;;;;;;;;;;;;;;;;4,5;0,75;3,6;1,1;0,81
F. stribrn;4;;;;;;;;;;;;;;;;;;;;6,3;0,8;3,3;1,12;0,89
F. stribrn;4;;;;;;;;;;;;;;;;;;;;4,5;0,89;3,45;1,3;0,79
F. thessala;3;8;;;;;0;;29,91;17,6;-12,31;1,14;4,73;19,39;10,8;45;73,5;14;16;0,04023;31,4;4,47;3,45;2,51;1,56
F. thessala;3;3;;;;;0;;29,93;15,29;-14,64;0;7,41;;;;;;16;;28,2;3,88;4,79;1,98;1,81
F. thessala;3;4;;;;;0;;30,96;18,92;-12,04;0;5,88;;;;;;16,5;;6,6;4,28;3,77;3,53;1,46
F. thessala;3;;;;;;0;;29,19;22,2;-6,99;0;6,91;;;;;;;;3,8;4,95;3,83;2,46;1,65
F. thessala;3;;;;;;0;;30,46;21,74;-8,72;0;4,66;;;;;;;;5,1;;;;
F. thessala;3;;;;;;0;;29,12;19,36;-9,76;0;7,31;;;;;;;;6,5;5,56;4,45;3,34;0,67
F. thessala;3;;;;;;;;;;;;;;;;;;;;5,9;;;;
F. thessala;3;;;;;;;;;;;;;;;;;;;;6,7;;;;
F. thessala;3;;;;;;;;;;;;;;;;;;;;6,7;;;;
F. thessala;3;;;;;;;;;;;;;;;;;;;;7,1;;;;
F. thessala;3;;;;;;;;;;;;;;;;;;;;4,1;;;;
F. tubiformis;3;2;5;;;;;;;;0;;;;;;;;;;4,6;11;4,2;1,2;0,75
F. tubiformis;3;4;;;;;;;;;0;;;;;;;;;;4,3;10;3,6;2;0,61
F. tubiformis;3;9;;;;;;;;;0;;;;;;;;;;4,1;9,9;3,9;2,1;0,31
F. tubiformis;3;;;;;;;;;;;;;;;;;;;;4;1,1;4;2,3;
F. tubiformis;3;;;;;;;;;;;;;;;;;;;;4,66;1;3,6;2;
F. tubiformis;3;;;;;;;;;;;;;;;;;;;;4,9;1,12;3,89;2,3;
F. ussuriensis;3;4;10;29,89;29,71;5,21;0,258817685;15,05;20,13;15,31;-4,82;;8,02;;;4;;3,2;77,5;0,00355;22,4906289;2,244897959;18,36734694;1,836734694;0,612244898
F. ussuriensis;3;3;5;;;;0;;22,42;14,57;-7,85;;8,02;;;;;;;;15,10204082;1,224489796;15,10204082;1,428571429;0,571428571
F. ussuriensis;3;5;3;;;;0;;20,63;13,77;-6,86;;6,71;;;;;;;;21,2;1,3;16;1,95;0,7
F. ussuriensis;3;8;13;;;;0;;19,3;12,72;-6,58;;5,98;;;;;;;;19,923;1,4;17,4;1,64;0,65
F. ussuriensis;3;10;10;;;;0;;21,1;11,87;-9,23;;6,16;;;;;;;;22,6005;1,6;18,3;1,89;0,58
F. ussuriensis;3;10;;;;;0;;23,92;9,4;-14,52;;8,18;;;;;;;;24,552;2,1;17,6;2,1;0,69
F. ussuriensis;3;;;;;;0;;23,68;11,65;-12,03;;;;;;;;;;8,5;0;5;3,5;1,2
F. ussuriensis;3;;;;;;0;;23,14;10,77;-12,37;;;;;;;;;;;;;;
F. ussuriensis;3;;;;;;0;;20,99;12,43;-8,56;;;;;;;;;;;;;;
F. ussuriensis;3;;;;;;0;;21,98;12,43;-9,55;;;;;;;;;;;;;;
F. ussuriensis;3;;;;;;0;;22,98;12,46;-10,52;;;;;;;;;;;;;;
F. ussuriensis;3;;;;;;0;;22,93;13,69;-9,24;;;;;;;;;;;;;;
F. uva vulpis;3;;;;;;;;;;0;;;;;;;;;;;;;;
F. uva vulpis;3;1;5;;;;0;;22,06;22,89;0,83;16,51;0;;;7;60;0,65;56,28;0,00017;6,1;0;5;2,5;2
F. uva vulpis;3;2;1;;;;0;;22,96;22,53;-0,43;16,79;0;;;6,81;25;2;56;0,00255;16,7;0;4;3,1;1,98
F. uva vulpis;3;;;;;;0;;21,85;21,98;0,13;16,41;0;;;6,1;25;2,2;50;0,00341;13,2;0,1;4;3,2;
F. uva vulpis;3;;;;;;0;;21,16;22,55;1,39;17,36;0;;;;;4,5;14;0,00472;14,6;0,1;5,5;3;2,7
F. uva vulpis;3;;;;;;0;;21,34;21,54;0,2;15,91;0;;;;;0,1;62;0,00028;12,5;0,1;7,1;2,7;1
F. uva vulpis;3;;;;;;0;;22,11;22,01;-0,1;18,03;0;;;;;0,5;59;0,00044;11,5;0;5;2,6;0,9
F. uva vulpis;3;;;;;;0;;25,19;24,88;-0,31;16,11;0;;;;;0,5;56;0,00076;14,6;0;4,5;2,2;0,67
F. uva vulpis;3;;;;;;0;;23,26;24,65;1,39;16,68;0;;;;;0,3;66,5;0,00022;6,25;0;5;2;0,9
F. uva vulpis;3;;;;;;0;;23,7;25,04;1,34;16,71;0;;;;;2;25;0,00255;6,6;0;4,5;1,75;1
F. uva vulpis;3;;;;;;;;;;0;16,67;0;;;;;6,5;66,5;0,00608;8,6;0;5;2;1
F. uva vulpis;3;;;;;;;;;;0;14,97;0;;;;;45;25;0,04837;7,3;0;4,5;2,5;1,1
F. uva vulpis;3;;;;;;;;;;0;15,71;0;;;;;11;62;0,01474;8,1;0;4,5;3,2;1,2
F. uva vulpis;3;;;;;;;;;;0;17,58;0;;;;;27;31,75;;23,4;0;5;2,4;0,9
F. uva vulpis;3;;;;;;;;;;0;16,05;0;;;;;6,2;72,5;0,00231;16,6;0;5,4;3;0,9
F. uva vulpis;3;;;;;;;;;;0;19,9;0;;;;;7,5;31,75;0,00078;14,8;0;5;2,1;0,99
F. uva vulpis;3;;;;;;;;;;0;18,99;0;;;;;19;64,25;0,02917;17,5;0;6,2;2,5;1
F. uva vulpis;3;;;;;;;;;;0;19,98;0;;;;;7,5;50;0,00079;16,6;0;5,5;2,4;1
F. uva vulpis;3;;;;;;;;;;0;17,15;0;;;;;19;36;0,00737;17;0;7;2,8;1
F. uva vulpis;3;;;;;;;;;;0;;;;;;;6,5;36;0,02099;9,5;0;6;2,4;1
F. uva vulpis;3;;;;;;;;;;0;;;;;;;45;36;0,01273;4,6;;;;
F. uva vulpis;3;;;;;;;;;;0;;;;;;;11;66,5;;13;;;;
F. uva vulpis;3;;;;;;;;;;0;;;;;;;;20;;10,3;;;;
F. uva vulpis;3;;;;;;;;;;0;;;;;;;;62;;7,3;;;;
F. uva vulpis;3;;;19,15;17,2;13,32;0,621848739;34,97;21,42;20,74;-0,68;15,87;2,53;18,97;7,61;;;;;;10,7;;;;
F. uva vulpis;3;;;;;;;;;20,75;20,75;16,85;3,28;;;;;;;;6,4;;;;
F. uva vulpis;3;;;;;;;;;21,51;21,51;16,89;2,23;;;;;;;;10,9;;;;
F. uva vulpis;3;;;;;;;;;21,67;21,67;16,29;4,67;;;;;;;;16,6;;;;
F. uva vulpis;3;;;;;;;;;20,92;20,92;16,77;4,15;;;;;;;;12;;;;
F. uva vulpis;3;;;;;;;;;;0;16;0,61;;;;;;;;12,6;;;;
F. uva vulpis;3;;;19,15;17,2;13,32;0,621848739;34,97;21,42;15,87;-5,55;0;2,53;4,67;4,15;55;;7,5;47,5;;8,7;;;;
F. uva vulpis;3;;;;;;0;;20,74;16,85;-3,89;0;3,28;;;;;19;36;;9,2;;;;
F. uva vulpis;3;;;;;;0;;20,75;16,89;-3,86;0;2,23;;;;;6,5;66,5;;;;;;
F. uva vulpis;3;;;;;;0;;21,51;16,29;-5,22;0;2,24;;;;;45;20;;;;;;
F. uva vulpis;3;;;;;;0;;21,67;16,77;-4,9;0;3;;;;;11;62;;;;;;
F. uva vulpis;3;;;;;;0;;20,92;16;-4,92;0;2,2;;;;;;;;;;;;
F. uva vulpis;3;;;;;;;;;;0;0;;;;;;;;;;;;;
F. uva vulpis;3;;;18,55;16,82;15,78;0,738764045;34,52;21,36;15,02;-6,34;0;4,72;19,61;7,44;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;20,48;17,28;-3,2;0;3,48;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;19,51;19,3;-0,21;0;2,52;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;21,28;19,43;-1,85;0;2,52;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;22,03;18,48;-3,55;0;3,42;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;21,3;19,26;-2,04;0;4,27;;;;;;;;;;;;
F. uva vulpis;3;;;14,52;12,96;10,64;0,533066132;40,38;19,96;17,01;-2,95;0;3,37;16,63;6,38;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;21,01;17,01;-4;0;1,12;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;21,98;17,01;-4,97;0;0,92;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;20,64;17,79;-2,85;0;0;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;21,39;16,78;-4,61;0;2,19;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;21,86;16,43;-5,43;0;2,51;;;;;;;;;;;;
F. uva vulpis;3;;;16,63;12,61;29,77;1,368106618;22,46;21,76;16,84;-4,92;0;3,6;19,87;8,26;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;21,76;15,57;-6,19;0;0,83;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;21,96;15,42;-6,54;0;1,67;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;22,99;15,42;-7,57;0;1,91;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;23,58;15,42;-8,16;0;1,22;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;23,59;15,43;-8,16;0;1,11;;;;;;;;;;;;
F. uva vulpis;3;;;17,94;14,47;12,97;0,794730392;19,51;16,32;13,64;-2,68;0;2,1;14,4;5,45;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;17,88;13,77;-4,11;0;2,81;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;17,04;14,49;-2,55;0;2,32;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;17,21;12,63;-4,58;0;3,48;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;19,69;13,28;-6,41;0;0,76;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;18,17;13,29;-4,88;0;2,14;;;;;;;;;;;;
F. uva vulpis;3;;;18,48;12,53;9,98;0,455707763;21,29;21,9;19,01;-2,89;0;0,3;20,29;7,07;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;22,34;17,06;-5,28;0;1,81;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;21,86;17,84;-4,02;0;2,28;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;22,56;16,7;-5,86;0;3,53;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;20,62;16,7;-3,92;0;2,33;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;21,54;16,71;-4,83;0;0;;;;;;;;;;;;
F. uva vulpis;3;;;17,61;18,23;15,76;0,72260431;23,28;21,81;17,53;-4,28;0;4,77;21,43;7,8;40;;;;;;;;;
F. uva vulpis;3;;;;;;0;;20,72;15,45;-5,27;0;3,71;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;19,55;16,62;-2,93;0;5,01;;;;;;;;;;;;
F. uva vulpis;3;;;;;;0;;21,39;17,8;-3,59;0;4,27;;;;;;;;;;;;
