Gatunek;KOL;APZ;APW;D1;D2;PS;R;SC;PL;PYL;K-J;PYLZN;PYLPL;ZN;SZY;NB;KAT;V;KON;MASA;POW;NAS;WYS;SZER;SZEW
F. ruthenica;3;;;27,42;25,18;19,9;0,867102397;11,83;22,95;15,49;-7,46;1,06;5,02;16,38;7,27;2;90;;;;;;;;
F. ruthenica;3;;;;;;0;;21,2;15,33;-5,87;1,06;5,89;;;;;;;;;;;;
F. ruthenica;3;;;;;;0;;21,05;13,37;-7,68;1,06;4,56;;;;;;;;;;;;
F. ruthenica;3;;;;;;0;;20,13;15,14;-4,99;1,23;5,09;;;;;;;;;;;;
F. ruthenica;3;;;;;;0;;19,82;15,66;-4,16;1,43;5,17;;;;;;;;;;;;
F. ruthenica;3;;;;;;0;;19,73;15,67;-4,06;0,14;5,57;;;;;;;;;;;;
F. serpenticola;4;;;;;;;;;;;;;;;;;;;;3,2;0;8;0,4;0,4
F. serpenticola;4;;;;;;;;;;;;;;;;;;;;3,4;0;8,5;0,4;0,35
F. serpenticola;4;;;;;;;;;;;;;;;;;;;;2,952;0;7,2;0,41;0,39
F. serpenticola;4;;;;;;;;;;;;;;;;;;;;2,769;0,1;7,1;0,39;0,39
F. serpenticola;4;;;;;;;;;;;;;;;;;;;;2,8899;0,12;7,41;0,39;0,4
F. serpenticola;4;;;;;;;;;;;;;;;;;;;;3,92;0,1;8;0,49;0,4
F. sewerzowii;3;21;6;41,94;38,04;10,65;0,327490775;18,05;32,52;35,64;3,12;27,2;1,25;3,06;28,27;17,12;20;53;52,5;0,01045;7,49;0;9;0,8;0,8
F. sewerzowii;3;15;10;;;;0;;32,52;35,4;2,88;26,68;2,26;2,37;;;;41;59,25;;5,5;0;12;0,9;0,9
F. sewerzowii;3;21;4;;;;0;;32,52;37,62;5,1;27,88;2,27;;;;;54;52,5;0,01045;4;0;10,8;0,75;0,75
F. sewerzowii;3;13;6;;;;0;;32,52;34,81;2,29;26,55;0;;;;;25;59,25;0,01422;4,7;0;10,5;0,9;0,9
F. sewerzowii;3;30;12;;;;0;;32,52;36,6;4,08;27,62;0;;;;;28;53,5;0,0221;7,9;0;10;1;1
F. sewerzowii;3;;7;;;;0;;32,52;35,88;3,36;25,43;0;;;;;28;51,75;0,00378;8,8;0;12,6;1,12;1,12
F. sewerzowii;3;;5;35,08;31,2;11,36;0,360634921;16,61;31,5;31,65;3,2;32;5,08;1,31;26,77;17,4;22;17;74,75;;8;0;7;1;1
F. sewerzowii;3;;;;;;0;;31,5;34,48;2,98;29,01;1,25;1,64;;;;10;67,5;0,006221;11,4;0;10;1;1
F. sewerzowii;3;;;;;;0;;31,5;33,69;2,19;28,04;1,25;2,37;;;;3,9;67,75;0,01478;9,1;0;9,5;1,12;1,12
F. sewerzowii;3;;;;;;0;;31,5;32,67;1,17;28,89;3,12;4,19;;;;12;72;0,00633;8,7;0;13,5;0,99;0,99
F. sewerzowii;3;;;;;;0;;31,5;32,94;1,44;25,56;4,4;2,37;;;;6;62,5;0,00159;10,7;0;15,5;0,98;0,98
F. sewerzowii;3;;;;;;0;;31,5;34,93;3,43;25,8;0;2,37;;;;10;70;0,01297;12,2;0;11;1,13;1,13
F. sewerzowii;3;;;41,94;38,04;10,65;0,327490775;18,05;32,52;35,64;3,12;27,2;1,25;3,06;28,27;17,12;20;6;76;0,00351;17,8;0;11;1,1;1,1
F. sewerzowii;3;;;;;;0;;32,52;35,4;2,88;26,68;2,26;2,37;;;;9;78;0,009;7,1;0;16,5;1,1;1,1
F. sewerzowii;3;;;;;;0;;32,52;37,62;5,1;27,88;2,27;;;;;7,9;73;0,016826;5,3;0;13;1,14;1,14
F. sewerzowii;3;;;;;;0;;32,52;34,81;2,29;26,55;0;;;;;3,2;72,5;0,0065113;9,4;0;18,5;1,12;1,12
F. sewerzowii;3;;;;;;0;;32,52;36,6;4,08;27,62;0;;;;;13;64;0,00256;17,82;0;18;0,99;0,99
F. sewerzowii;3;;;;;;0;;32,52;35,88;3,36;25,43;0;;;;;;62;0,0113;18,315;0;18,5;0,99;0,99
F. sewerzowii;3;;;35,08;31,2;11,36;0,360634921;16,61;31,5;31,65;0,15;32;5,08;1,31;26,77;17,4;22;;68;0,00742;21,78;0;22;0,99;0,99
F. sewerzowii;3;;;;;;0;;31,5;34,48;2,98;29,01;1,25;1,64;;;;;65;0,00355;19,8;0;18;1,1;
F. sewerzowii;3;;;;;;0;;31,5;33,69;2,19;28,04;1,25;2,37;;;;;61,5;0,01096;20,6225;0;18,25;1,13;
F. sewerzowii;3;;;;;;0;;31,5;32,67;1,17;28,89;3,12;4,19;;;;;55;0,01138;14,125;0;12,5;1,13;
F. sewerzowii;3;;;;;;0;;31,5;32,94;1,44;25,56;4,4;2,37;;;;;56,25;0,00946;18,975;0;17,25;1,1;
F. sewerzowii;3;;;;;;0;;31,5;34,93;3,43;25,8;0;2,37;;;;;55,25;;11;0;11;1;
F. sewerzowii;3;;;28,25;26,94;9,76;0,282244072;26,93;34,58;33,71;-0,87;28,74;2,33;1,46;24,36;16,73;45;;65;;13,5;0;13,5;1;
F. sewerzowii;3;;;;;;0;;34,58;30,7;-3,88;28,31;2,33;1,25;;;;;66,25;0,00571;15,95;0;14,5;1,1;
F. sewerzowii;3;;;;;;0;;34,58;31,69;-2,89;27,16;3,46;;;;;;71,5;0,03492;14,157;0;14,3;0,99;
F. sewerzowii;3;;;;;;0;;34,58;30,31;-4,27;28,72;4,6;;;;;;;0,03414;12,177;0;12,3;0,99;
F. sewerzowii;3;;;;;;0;;34,58;32,87;-1,71;27,12;4,6;;;;;;71,25;0,02944;9,717;0;12,3;0,79;
F. sewerzowii;3;;;;;;0;;34,58;32,86;-1,72;26,97;0;;;;;;73;0,01814;10,744;0;13,6;0,79;
F. sewerzowii;3;;;42;37,71;17,59;0,511485897;20,38;34,39;34,43;0,04;24,92;4,06;;29,01;19,58;23;;;0,00515;9,79;0;11;0,89;
F. sewerzowii;3;;;;;;0;;34,39;34,24;-0,15;25,88;4,06;2,96;;;;;64,76666667;0,00818;8,91;0;9;0,99;
F. sewerzowii;3;;;;;;0;;34,39;34,19;-0,2;25,88;3,31;9,71;;;;;65;0,01561;9,7;0;9,7;1;
F. sewerzowii;3;;;;;;0;;34,39;31,66;-2,73;25,88;5,05;9,71;;;;;31;0,00594;11,04;0;9,2;1,2;
F. sewerzowii;3;;;;;;0;;34,39;30,83;-3,56;25,02;6,03;9,71;;;;;25;;;;;;
F. sewerzowii;3;;;;;;0;;34,39;31,59;-2,8;25,02;3,33;9,71;;;;;39;;;;;;
F. sewerzowii;3;;;26,03;29,74;8,47;0,252233472;13,76;33,58;31,66;-1,92;24,98;;2,65;;;20;;;;;;;;
F. sewerzowii;3;;;;;;0;;33,58;33,31;-0,27;24,98;;3,57;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;33,58;30,7;-2,88;24,98;;5,01;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;33,58;29,35;-4,23;24,98;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;33,58;30,85;-2,73;24,98;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;33,58;30,66;-2,92;24,98;;;;;;;;;;;;;
F. sewerzowii;3;;;36,74;32,91;8,22;0,287513116;13,8;28,59;28,1;-0,49;23,15;;1,97;;;;45;;;;;;;
F. sewerzowii;3;;;;;;0;;28,59;29,88;1,29;22,73;;1,97;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;28,59;25,93;-2,66;24,4;;2,69;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;28,59;29,05;0,46;24,4;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;28,59;27,81;-0,78;24,4;;3,78;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;28,59;29,48;0,89;24,4;;1,6;;;;;;;;;;;
F. sewerzowii;3;;;32,55;32,32;9,59;0,345336694;11,27;27,77;28,38;0,61;21,37;;6,18;;;;20;;;;;;;
F. sewerzowii;3;;;;;;0;;27,77;26,92;-0,85;24,57;;7,11;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;27,77;28,32;0,55;24,57;;6,72;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;27,77;26,67;-1,1;24,57;;7,67;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;27,77;26,92;-0,85;24,57;;7,67;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;27,77;26,91;-0,86;24,57;;3,09;;;;;;;;;;;
F. sewerzowii;3;;;24,74;21,19;6,42;0,246828143;10,64;26,01;25,45;-0,56;20,22;;5,07;;;;55;;;;;;;
F. sewerzowii;3;;;;;;0;;26,01;26,59;0,58;20,22;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;26,01;24,85;-1,16;20,22;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;26,01;25,56;-0,45;20,22;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;26,01;25,67;-0,34;20,22;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;26,01;25,67;-0,34;20,22;;;;;;;;;;;;;
F. sewerzowii;3;;;20,36;17,41;7,75;0,292122126;20,75;26,53;26,9;0,37;22,61;0;1,55;20,93;20,95;;110;;;;;;;
F. sewerzowii;3;;;20,36;17,41;7,75;0,292122126;20,75;26,53;26,9;0,37;22,6;0;1,55;;;;45;;;;;;;
F. sewerzowii;3;;;;;;0;;26,53;27,93;1,4;22,61;0;;;;;45;;;;;;;
F. sewerzowii;3;;;;;;0;;26,53;26,76;0,23;22,62;0;;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;26,53;26,54;0,01;22,63;0;;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;26,53;26,63;0,1;22,61;0;;;;;;;;;;;;
F. sewerzowii;3;;;17;15,97;7,85;0,31200318;16,52;25,16;23,49;-1,67;21,74;0;1,58;22,97;;;40;;;;;;;
F. sewerzowii;3;;;;;;0;;25,16;24,78;-0,38;20,3;0;;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;25,16;26,54;1,38;19,79;0;;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;25,16;24,97;-0,19;19,79;0;1,41;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;25,16;24,37;-0,79;19,79;0;1,51;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;25,16;24,52;-0,64;19,79;0;1,51;;;;;;;;;;;
F. sewerzowii;3;;;20,46;15,69;8,08;0,326332795;13,98;24,76;25,31;0,55;18,59;0;2,01;;0;;40;;;;;;;
F. sewerzowii;3;;;;;;0;;24,76;24,71;-0,05;18,59;0;1,32;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;24,76;23,84;-0,92;18,59;0;1,35;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;24,76;22,77;-1,99;18,59;0;1,5;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;24,76;23,73;-1,03;18,1;0;;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;24,76;23,72;-1,04;18,11;0;;;;;;;;;;;;
F. sewerzowii;3;;;17,17;16,19;7,16;0,297095436;12,98;24,1;22,94;-1,16;19,29;0;;;0;;35;;;;;;;
F. sewerzowii;3;;;;;;0;;24,1;22,95;-1,15;18,46;0;2,46;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;24,1;22,98;-1,12;19,52;0;2,46;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;24,1;21,99;-2,11;19,08;0;;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;24,1;22,13;-1,97;19,22;0;;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;24,1;22,13;-1,97;19,21;0;;;;;;;;;;;;
F. sewerzowii;3;;;14,85;19,82;6,73;0,305353902;7,68;22,04;20,98;-1,06;20,27;0;2,36;;0;;35;;;;;;;
F. sewerzowii;3;;;;;;0;;22,04;21,31;-0,73;16,72;0;2,36;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;22,04;21,31;-0,73;17,41;0;2,04;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;22,04;20,77;-1,27;16,93;0;;;;;;;;;;;;
F. sewerzowii;3;;;;;;0;;22,04;21,2;-0,84;17,7;0;1,75;;;;0,11;;;;;;;
F. sewerzowii;3;;;;;;0;;22,04;22,16;0,12;17,7;0;;;;;0,05;;;;;;;
F. sewerzowii;3;;;36;9;10;0,453720508;19;22,04;25;2,96;30;0;;16;10;40;2,7;65;;;;;;
F. sewerzowii;3;;;;;;;;;26;26;29;0;1,5;;;;6,5;;;;;;;
F. sewerzowii;3;;;;;;;;;26;26;30;0;;;;;0,9;;;;;;;
F. sewerzowii;3;;;;;;;;;25;25;29;0;3;;;;5,1;;;;;;;
F. sewerzowii;3;;;;;;;;;26;26;30;0;3;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;26;26;29;2;4;;;;;;;;;;;
F. sewerzowii;3;;;30;8;;;5;;27;27;23;0;;25;8;40;;;;;;;;
F. sewerzowii;3;;;;;;;;;27;27;24;0;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;28;28;24;0;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;27;27;22;0;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;27;27;23;0;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;26;26;23;0;;;;;;;;;;;;
F. sewerzowii;3;;;28;9;8;;10;;30;30;22;0;3;15;;25;;;;;;;;
F. sewerzowii;3;;;;;;;;;29;29;18;0;5;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;30;30;19;0;4;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;29;29;19;0;2;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;30;30;19;0;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;28;28;19;0;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;25;25;19;0;9;;;;;;;;;;;
F. sewerzowii;3;;;33;7;10;;17;;24;24;22;0;9;;;40;;;;;;;;
F. sewerzowii;3;;;;;;;;;23;23;23;0;4;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;24;24;23;0;4;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;23;23;24;0;2;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;22;22;22;0;9;;;;;;;;;;;
F. sewerzowii;3;;;28;22;10;;15;;20;20;21;0;11;;;55;;;;;;;;
F. sewerzowii;3;;;;;;;;;21;21;24;0;11;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;23;23;23;0;10;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;20;20;23;0;3;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;20;20;23;0;5;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;19;19;22;0;2;;;;;;;;;;;
F. sewerzowii;3;;;23;25;10;;11;;24;24;22;0;2;;;45;;;;;;;;
F. sewerzowii;3;;;;;;;;;24;24;24;0;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;23;23;24;0;2;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;22;22;2;0;2;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;22;22;23;0;3;;;;;;;;;;;
F. sewerzowii;3;;;17;17;10;;11;;22;22;22;0;;;;50;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;22;;2;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;21;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;21;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;22;;;;;;;;;;;;;
F. sewerzowii;3;;;19;18;11;;11;;;0;20;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;21;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;19;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;19;;;;;;;;;;;;;
F. sewerzowii;3;;;19;17;8,5;;;;;0;19;;5;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;20;;8;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;19;;4;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;19;;3;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;19;;2;;;;;;;;;;;
F. sewerzowii;3;;;18;14;8;;;;;0;20;;10;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;20;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;19;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;19;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;19;;4;;;;;;;;;;;
F. sewerzowii;3;;;18;17;7;;;;;0;18;;;;;;;;;;;;;
F. sewerzowii;3;;;;;;;;;;0;;;5;;;;;;;;;;;
F. sibthorpiana;4;7;2;25,09;27,94;14,32;0,796883695;30,74;17,97;12,91;-5,06;0;3,38;14,47;6,6;;;;;;2,745995423;0,421052632;2,173913043;1,263157895;1,368421053
F. sibthorpiana;3;1;0;;;;0;;18,36;14,96;-3,4;0;2,13;;;;;;;;4,033240997;1,052631579;2,736842105;1,473684211;1,473684211
F. sibthorpiana;3;1;0;;;;0;;17,96;12,92;-5,04;0;8,04;;;;;;;;4,76;0,8;3,4;1,4;1,2
F. sibthorpiana;3;;0;;;;0;;17,16;14,22;-2,94;0;3,26;;;;;;;;3,25;0,95;2,5;1,3;1,23
F. sibthorpiana;3;;0;;;;0;;17,05;15,08;-1,97;0;5,58;;;;;;;;4,34;0,79;3,1;1,4;1,46
F. sibthorpiana;3;;1;;;;0;;16,84;15,55;-1,29;0;2,29;;;;;;;;3,3488;1;2,99;1,12;1,5
F. sibthorpiana;3;;;25,47;24,97;10,22;0,584668192;32,65;17,48;15,62;-1,86;0;3,02;14,54;7,25;;;;;;;;;;
F. sibthorpiana;3;;;;;;0;;19;16,79;-2,21;0;2;;;;;;;;;;;;
F. sibthorpiana;3;;;;;;0;;18,03;15,28;-2,75;0;4,55;;;;;;;;;;;;
F. sibthorpiana;3;;;;;;0;;16,8;15,28;-1,52;0;3,31;;;;;;;;;;;;
F. sibthorpiana;3;;;;;;0;;18,36;16,24;-2,12;0;4,18;;;;;;;;;;;;
F. sibthorpiana;3;;;;;;0;;18,87;16,63;-2,24;0;3,39;;;;;;;;;;;;
F. sibthorpiana;3;;;25,47;25,41;11,61;0,649328859;28,13;17,88;14,94;-2,94;0;2,57;14,95;8,04;;;;;;;;;;
F. sibthorpiana;3;;;;;;0;;18,03;15,31;-2,72;0;2,57;;;;;;;;;;;;
F. sibthorpiana;3;;;;;;0;;18,64;14,97;-3,67;0;2,57;;;;;;;;;;;;
F. sibthorpiana;3;;;;;;0;;17,08;14,29;-2,79;0;5,19;;;;;;;;;;;;
F. sibthorpiana;3;;;;;;0;;18,29;15,89;-2,4;0;2,7;;;;;;;;;;;;
F. sibthorpiana;3;;;;;;0;;16,66;;-16,66;0;3,73;;;;;;;;;;;;
F. sibthorpiana;3;;;19,48;20,86;10,83;0,644642857;26,05;16,8;13,5;-3,3;0;3,79;14,04;6,49;;;;;;;;;;
F. sibthorpiana;3;;;;;;0;;17,6;15,26;-2,34;0;2,18;;;;;;;;;;;;
F. sibthorpiana;3;;;;;;0;;17,69;13,65;-4,04;0;3,96;;;;;;;;;;;;
F. sibthorpiana;3;;;;;;0;;17,69;15,03;-2,66;0;1,47;;;;;;;;;;;;
F. sibthorpiana;3;;;;;;0;;16,72;13,21;-3,51;0;5,16;;;;;;;;;;;;
F. sibthorpiana;3;;;;;;0;;15,53;13,76;-1,77;0;3,3;;;;;;;;;;;;
F. sibthorpiana;3;;;;;;;;;;0;0;2,07;;;;;;;;;;;;
F. sororum ;3;;;25,18;17,06;15,93;0,498123827;42,86;31,98;20,35;-11,63;0,9;6,7;21,43;9,48;1;90;;;;12,75;1,142857143;5,142857143;1,714285714;
F. sororum ;3;;;;;;0;;32,87;19,38;-13,49;0,9;3,15;;;;;;;;13,05;0,571428571;4,285714286;1,714285714;
F. sororum ;3;;;;;;0;;32,87;20,36;-12,51;1,41;6,67;;;;;;;;12,138;1,1;7,14;1,7;
F. sororum ;3;;;;;;0;;31,64;21,86;-9,78;1,42;2,28;;;;;;;;14,382;0,99;7,99;1,8;
F. sororum ;3;;;;;;0;;32,68;23,52;-9,16;0,79;4,53;;;;;;;;11,5194;0,89;7,89;1,46;
F. sororum ;3;;;;;;0;;31,89;22,81;-9,08;1,07;1,51;;;;;;;;15,3648;1,1;7,76;1,98;
F. sthenanthera;6;;;34,01;32,68;17,7;;;;;0;;;;;;;0,5;62,5;0,00014;12,7;0,21;7,7;0,91;0,4
F. sthenanthera;6;;;;;;;;;;0;;;;;;;0,3;52;0,0004;12,7;0,3;6,9;1,1;0,41
F. sthenanthera;6;;;30,62;31,48;27,49;1,294865756;5,59;21,23;11,38;-9,85;1,28;;10,29;5,96;;90;0,6;55;0,000213;15;0,14;6,19;0,84;0,39
F. sthenanthera;6;;;;;;0;;22,45;10,44;-12,01;2,96;;;;;;0,7;52;0,0004;14,4;0,23;7,41;0,81;0,4
F. sthenanthera;6;;;;;;0;;21,76;10,84;-10,92;2,16;;;;;;0,1;44;;10,2;0,24;7,54;0,79;0,51
F. sthenanthera;6;;;;;;0;;19,83;10,82;-9,01;1,25;;;;;;0,3;51;0,00066;9,1;;;;
F. sthenanthera;6;;;;;;;;;10,94;10,94;2,08;;;;;;0,25;48;0,00068;14,4;;;;
F. sthenanthera;6;;;;;;;;;11,21;11,21;2,08;;;;;;0,7;37;0,001501;15,8;;;;
F. sthenanthera;6;;;28,81;30,45;27,53;1,239531742;;22,21;10,91;-11,3;0;2,52;10,63;7,3;8;90;;14;0,001644;9,6;;;;
F. sthenanthera;6;;;;;;0;;21,24;10,25;-10,99;0;4,65;;;;;0,25;48,5;0,001594;14,8;;;;
F. sthenanthera;6;;;;;;0;;21,36;10,25;-11,11;0;2,53;;;;;0,05;55;0,00177;14,9;;;;
F. sthenanthera;6;;;;;;0;;23,56;11,07;-12,49;0;1,27;;;;;0,1;51;0,0011;7,1;;;;
F. sthenanthera;6;;;;;;0;;21,34;9,58;-11,76;0;2,63;;;;;;48;0,00025;8,5;;;;
F. sthenanthera;6;;;;;;0;;22,16;10,38;-11,78;0;2,02;;;;;0,05;62;0,00332;7,5;;;;
F. sthenanthera;6;;;30,16;27,21;15,7;0,879551821;8,2;17,85;9,71;-8,14;0;;9,29;5,15;;;0,11;65,5;0,00042;8,2;;;;
F. sthenanthera;6;;;;;;0;;17,82;10,2;-7,62;0;;;;;;0,13;35;0,0003;15;;;;
F. sthenanthera;6;;;;;;0;;17,13;8,05;-9,08;0;;;;;;0,05;44,5;0,002042;14,5;;;;
F. sthenanthera;6;;;;;;0;;17,8;8,34;-9,46;0;;;;;;;48;0,00252;8;;;;
F. sthenanthera;6;;;;;;0;;17,8;8,18;-9,62;0;;;;;;0,25;42,5;;8,9;;;;
F. sthenanthera;6;;;;;;0;;19,48;8,18;-11,3;0;;;;;;0,06;65;;15,5;;;;
F. sthenanthera;6;;;28,55;26,35;13,87;0,762506872;6,4;18,19;8,86;-9,33;0;3,25;9,01;5,46;;;1,5;56,25;;12;;;;
F. sthenanthera;6;;;;;;0;;18,39;8,75;-9,64;0;2,13;;;;;0,4;51;;8,5;;;;
F. sthenanthera;6;;;;;;0;;18,39;8,75;-9,64;0;1,85;;;;;2,5;3,75;;8,4;;;;
F. sthenanthera;6;;;;;;0;;19,88;8,04;-11,84;0;1,85;;;;;0,75;2,25;;12,7;;;;
F. sthenanthera;6;;;;;;0;;18,85;9,74;-9,11;2;1,04;;;;;3,5;49;;10,2;;;;
F. sthenanthera;6;;;;;;0;;18,4;9,01;-9,39;1;2,41;;;;;0,2;51,5;;14,7;;;;
F. sthenanthera;6;;;27,53;27,54;11,21;0,623470523;6,33;17,98;9,2;-8,78;1,23;1,79;8,55;4,51;;;0,25;34,9375;;8,8;;;;
F. sthenanthera;6;;;;;;0;;17,1;9,81;-7,29;3,79;1,5;;;;;1,3;;;8,8;;;;
F. sthenanthera;6;;;;;;0;;17,15;9,35;-7,8;2,85;3,31;;;;;;;;7,8;;;;
F. sthenanthera;6;;;;;;0;;18,29;8,77;-9,52;2,85;3,31;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,77;8,77;-11;2,19;0,48;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,52;7,65;-9,87;2,64;1,06;;;;;;;;;;;;
F. sthenanthera;6;;;25,42;28,88;14,64;0,903146206;6,1;16,21;8,9;-7,31;3,48;2,2;7,86;2,18;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;16,92;9,93;-6,99;2,26;2,2;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,53;9,93;-8,6;5,85;1,95;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,6;8,9;-9,7;0;2,11;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,98;10,2;-7,78;0;1,94;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,3;5,79;-11,51;0;0;;;;;;;;;;;;
F. sthenanthera;6;;;23;24,25;9,88;0,54676259;5,78;18,07;10,88;-7,19;0;3,95;8,52;4,1;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;16,92;10,47;-6,45;2,61;3,77;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;16,92;10,47;-6,45;0;1,69;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,09;10,47;-7,62;0;1,69;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,09;8,24;-9,85;0;2,2;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,09;9,07;-8,02;0;2,71;;;;;;;;;;;;
F. sthenanthera;6;;;;;;;;;9,75;9,75;0;;;;;;;;;;;;;
F. sthenanthera;6;;;23,65;25,66;19,78;0,940114068;5,88;21,04;8,94;-12,1;2,88;5,18;7,6;4,46;;110;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,8;9,58;-10,22;0;3,94;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,02;9,58;-8,44;0;3,03;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;20,06;9,47;-10,59;0;3,04;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;20,07;9,47;-10,6;0;2,42;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;20,07;9,9;-10,17;0;2,42;;;;;;;;;;;;
F. sthenanthera;6;;;28,19;26,77;17,08;0,955257271;5,57;17,88;10,03;-7,85;2,27;3,83;8,5;4,8;;110;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,6;9,47;-9,13;2,27;3,08;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,6;8,5;-10,1;3,43;3,08;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;20,22;8,5;-11,72;1,08;1,94;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;20,22;8,5;-11,72;1,08;1,94;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;19,58;8,5;-11,08;1,08;2,97;;;;;;;;;;;;
F. sthenanthera;6;;;23,94;23,94;12,32;0,699602499;4,29;17,61;10,16;-7,45;0,47;1,82;6,79;3,73;9;110;;;;;;;;
F. sthenanthera;6;;;;;;0;;17,61;10,16;-7,45;2,75;1,8;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,36;9,07;-9,29;2,75;1,8;;;;;;;;;;;;
F. sthenanthera;6;;;;;;0;;18,37;9,07;-9,3;3,56;2,35;;;;;;;;;;;;
